Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek
225.0,1329.0,360.0,UA,IAD,SFO,1
1007.0,1015.0,320.0,AA,MIA,PHX,3
2587.0,959.0,171.0,DL,RSW,DTW,4
218.0,550.0,194.0,CO,EWR,TPA,1
1154.0,765.0,75.0,AA,DFW,ICT,2
1083.0,785.0,272.0,CO,BOS,IAH,5
6547.0,1030.0,99.0,OH,GRR,DCA,2
7776.0,913.0,67.0,OO,RKS,SLC,3
294.0,887.0,309.0,UA,SFO,BWI,7
1409.0,810.0,129.0,DL,MSP,DEN,7
569.0,595.0,250.0,WN,LAS,TPA,1
726.0,465.0,105.0,AA,ELP,DFW,6
344.0,620.0,75.0,WN,ONT,OAK,3
374.0,460.0,87.0,UA,MSP,ORD,2
410.0,360.0,144.0,UA,SMF,DEN,1
2453.0,550.0,74.0,XE,IAH,BRO,4
2320.0,345.0,140.0,AA,DFW,ORD,4
1704.0,1069.0,184.0,DL,FLL,DTW,5
6745.0,750.0,85.0,OO,SNA,SFO,4
123.0,945.0,171.0,DL,JFK,ATL,2
7083.0,840.0,75.0,EV,ORF,IAD,6
1672.0,1110.0,155.0,AA,DFW,MIA,3
1524.0,990.0,106.0,US,CLT,SYR,4
6817.0,1295.0,52.0,OO,SFO,CIC,4
109.0,360.0,180.0,WN,MSY,DEN,4
3042.0,985.0,119.0,XE,ABQ,IAH,1
4529.0,1110.0,90.0,MQ,BOS,JFK,6
341.0,577.0,49.0,HA,ITO,HNL,4
2257.0,635.0,89.0,XE,EWR,PIT,3
307.0,1205.0,42.0,HA,KOA,HNL,3
4288.0,1225.0,80.0,MQ,DTW,ORD,7
4578.0,984.0,110.0,OO,SJC,SLC,4
432.0,700.0,396.0,US,PHX,OGG,5
6464.0,677.0,113.0,OO,DEN,BZN,4
2450.0,1385.0,53.0,XE,IAH,SAT,4
1495.0,545.0,225.0,CO,IAH,LAX,1
4478.0,605.0,100.0,OO,GEG,SLC,7
1561.0,495.0,150.0,CO,PHX,IAH,5
155.0,1080.0,356.0,US,PHL,SAN,6
2289.0,575.0,110.0,WN,PHX,DEN,5
873.0,565.0,90.0,WN,LAS,SMF,5
6923.0,1240.0,78.0,OO,ACV,SFO,1
6841.0,1318.0,87.0,OO,ORD,DLH,4
770.0,1359.0,230.0,FL,LAS,ATL,4
1170.0,770.0,61.0,US,RDU,CLT,2
2960.0,882.0,176.0,XE,CLT,IAH,5
316.0,1061.0,63.0,FL,ATL,CLT,2
921.0,390.0,169.0,B6,BOS,ORD,7
2298.0,930.0,130.0,XE,IAH,IND,5
1650.0,558.0,192.0,DL,LAS,MSP,6
1090.0,1243.0,139.0,FL,MCO,IND,1
2824.0,775.0,93.0,XE,IAH,BHM,7
498.0,1409.0,303.0,B6,SEA,BOS,3
2659.0,475.0,202.0,DL,BDL,RSW,6
130.0,520.0,315.0,UA,LAX,PHL,2
2258.0,490.0,150.0,AA,DFW,PIT,6
1855.0,810.0,304.0,DL,ATL,LAX,7
430.0,1075.0,126.0,FL,ATL,MKE,7
3654.0,600.0,130.0,WN,DEN,SAT,2
4724.0,1090.0,110.0,OO,LGB,SLC,1
1921.0,360.0,185.0,AA,EWR,MIA,1
1069.0,1300.0,120.0,AA,DFW,DEN,6
722.0,735.0,70.0,CO,MSY,IAH,2
1218.0,410.0,100.0,WN,ABQ,LAS,3
733.0,449.0,247.0,CO,LGA,IAH,3
470.0,445.0,234.0,CO,EWR,SJU,4
4741.0,905.0,59.0,OO,IDA,SLC,2
6677.0,1045.0,77.0,OH,CMH,DCA,4
861.0,1225.0,70.0,WN,LAX,OAK,2
4659.0,920.0,135.0,MQ,ATL,LGA,7
607.0,890.0,245.0,WN,MDW,LAS,3
195.0,1140.0,359.0,B6,JFK,LAS,2
718.0,1005.0,165.0,WN,MHT,MDW,4
3668.0,360.0,131.0,9E,TYS,LGA,7
2069.0,595.0,104.0,DL,ATL,MCO,3
7114.0,1004.0,102.0,EV,ORD,SYR,7
3742.0,1080.0,110.0,WN,TPA,BNA,7
4801.0,850.0,195.0,OO,IAH,SLC,5
1161.0,1140.0,306.0,DL,ATL,SNA,2
674.0,950.0,253.0,DL,STT,ATL,3
2623.0,964.0,89.0,YV,CLT,CVG,4
882.0,565.0,337.0,AS,KOA,SEA,2
20.0,885.0,325.0,AA,SFO,JFK,1
4119.0,490.0,115.0,MQ,ORD,LIT,3
229.0,497.0,337.0,UA,IAD,SAN,7
3459.0,1220.0,115.0,WN,BHM,DAL,7
998.0,1185.0,65.0,WN,BWI,RDU,1
497.0,1205.0,92.0,FL,BWI,CLT,4
3222.0,1175.0,135.0,WN,STL,HOU,2
3840.0,855.0,120.0,MQ,ORD,ATL,2
2150.0,608.0,111.0,XE,GRR,EWR,1
486.0,870.0,164.0,F9,MKE,MCO,7
1197.0,1125.0,65.0,AA,DFW,SAT,1
773.0,485.0,230.0,FL,LAS,ATL,4
2397.0,885.0,240.0,WN,AUS,OAK,4
2829.0,1186.0,46.0,YV,PHX,TUS,7
3872.0,945.0,110.0,9E,BNA,DTW,7
2408.0,1021.0,89.0,DL,MCI,MSP,2
1656.0,650.0,105.0,WN,PDX,SJC,4
529.0,1250.0,163.0,B6,EWR,MCO,6
1771.0,645.0,194.0,DL,JFK,MIA,3
1503.0,955.0,304.0,CO,LAX,EWR,4
5124.0,1130.0,119.0,EV,PHF,ATL,5
561.0,395.0,210.0,CO,SAT,EWR,3
6577.0,585.0,177.0,OH,JFK,ORD,3
199.0,863.0,177.0,UA,MCO,ORD,3
1873.0,930.0,129.0,DL,DTW,MEM,4
1360.0,660.0,205.0,WN,HOU,LAS,4
2616.0,1100.0,130.0,YV,MCI,CLT,6
1557.0,755.0,170.0,AA,BOS,ORD,1
1265.0,1040.0,86.0,DL,ATL,MEM,6
5907.0,1189.0,86.0,XE,CVG,ORD,7
4980.0,1370.0,50.0,EV,ATL,TYS,1
115.0,1120.0,65.0,WN,GEG,PDX,5
4287.0,460.0,87.0,9E,CVG,DTW,3
2660.0,1193.0,82.0,YV,CLT,IAD,2
3920.0,755.0,100.0,WN,OKC,DEN,5
1827.0,915.0,65.0,AA,AUS,DFW,2
126.0,510.0,345.0,DL,SFO,JFK,6
667.0,553.0,167.0,B6,BUF,MCO,2
1613.0,1189.0,86.0,DL,CLT,ATL,1
3484.0,1270.0,80.0,WN,SMF,SAN,3
463.0,1085.0,155.0,WN,AUS,MDW,7
2580.0,520.0,271.0,DL,SFO,ATL,7
1109.0,430.0,60.0,AA,DFW,AUS,3
3665.0,630.0,108.0,9E,DTW,GSP,1
6405.0,360.0,96.0,OH,GSO,ATL,5
324.0,795.0,80.0,WN,MCI,MDW,5
1717.0,1260.0,208.0,CO,IAH,SAN,1
4398.0,1070.0,83.0,9E,TYS,MEM,1
447.0,1075.0,205.0,B6,BOS,TPA,6
1748.0,1140.0,80.0,WN,ONT,SMF,4
163.0,404.0,396.0,UA,BOS,LAX,2
2114.0,360.0,62.0,US,LGA,BOS,4
4712.0,570.0,49.0,OO,SAN,LAX,5
1221.0,840.0,146.0,US,FLL,DCA,1
188.0,975.0,315.0,WN,FLL,PHX,5
145.0,1015.0,123.0,FL,DTW,ATL,7
56.0,559.0,76.0,B6,JFK,BTV,2
1833.0,970.0,293.0,DL,CVG,LAX,4
1760.0,975.0,70.0,WN,TUL,STL,2
4144.0,985.0,50.0,MQ,ORD,CMI,6
221.0,805.0,287.0,US,PHX,BOS,5
653.0,1175.0,138.0,UA,ORD,PVD,7
6536.0,515.0,50.0,OO,LAX,PSP,6
1287.0,990.0,322.0,DL,ATL,PDX,3
2044.0,845.0,156.0,XE,EWR,MSN,3
1771.0,840.0,75.0,WN,CLE,BWI,4
587.0,1223.0,93.0,UA,SFO,SNA,2
1033.0,1025.0,132.0,US,BDL,CLT,2
611.0,480.0,154.0,B6,JFK,JAX,3
589.0,1270.0,85.0,F9,DEN,SLC,4
3778.0,550.0,105.0,MQ,ORD,DCA,4
1502.0,675.0,155.0,AA,ORD,TPA,7
3106.0,725.0,59.0,XE,IAH,BTR,1
2956.0,395.0,324.0,DL,SAN,JFK,6
6606.0,470.0,53.0,OO,EGE,DEN,2
4655.0,485.0,155.0,MQ,LGA,BNA,5
5018.0,520.0,115.0,EV,ATL,BMI,5
1037.0,830.0,37.0,YV,HNL,LIH,4
312.0,1015.0,83.0,UA,IAD,BDL,4
399.0,950.0,150.0,WN,HOU,MDW,2
934.0,420.0,343.0,UA,HNL,LAX,4
1434.0,585.0,86.0,US,CLT,BWI,2
532.0,360.0,85.0,WN,MDW,BNA,4
1747.0,695.0,145.0,WN,HOU,MDW,2
237.0,740.0,245.0,WN,SLC,BWI,3
654.0,605.0,205.0,AA,DFW,BOS,6
7294.0,334.0,46.0,YV,SBN,ORD,4
4.0,565.0,87.0,B6,JFK,BUF,3
3547.0,720.0,150.0,MQ,DFW,CLE,7
2686.0,535.0,255.0,WN,BWI,DEN,7
6583.0,482.0,32.0,OO,DEN,COS,4
5328.0,690.0,58.0,EV,ATL,BHM,2
1976.0,715.0,90.0,WN,DTW,BWI,2
6532.0,416.0,81.0,OO,COD,DEN,3
3732.0,920.0,95.0,MQ,MSP,ORD,3
1406.0,1215.0,155.0,WN,MCO,BDL,7
284.0,630.0,125.0,WN,PHX,SMF,4
759.0,520.0,65.0,WN,ONT,PHX,4
1022.0,1035.0,115.0,WN,DEN,LAS,4
2720.0,1005.0,175.0,WN,BWI,MCI,3
871.0,1325.0,356.0,AS,HNL,ANC,1
5098.0,515.0,71.0,EV,ATL,BNA,1
6645.0,1145.0,36.0,OO,SFO,MOD,4
2668.0,1050.0,106.0,DL,DTW,RDU,3
564.0,905.0,205.0,AA,SFO,DFW,5
2752.0,640.0,130.0,MQ,DFW,FWA,3
1841.0,405.0,170.0,DL,DTW,TPA,3
4972.0,385.0,84.0,EV,VPS,ATL,6
391.0,1221.0,49.0,HA,ITO,HNL,6
3071.0,565.0,60.0,WN,SJC,BUR,2
696.0,615.0,94.0,FL,ATL,SRQ,5
2066.0,560.0,190.0,DL,LAS,MSP,7
1334.0,535.0,60.0,WN,LAX,LAS,1
192.0,540.0,70.0,WN,DAL,AMA,6
874.0,515.0,80.0,WN,SMF,LAS,3
20.0,945.0,115.0,FL,ATL,MDW,2
3974.0,390.0,82.0,9E,TVC,DTW,3
1163.0,915.0,60.0,WN,SAT,DAL,4
57.0,899.0,182.0,B6,JFK,PBI,3
1256.0,850.0,215.0,WN,MDW,SLC,3
1813.0,520.0,116.0,DL,ATL,STL,6
515.0,835.0,55.0,WN,LAS,ONT,3
1895.0,1290.0,133.0,DL,ATL,IAH,6
4387.0,990.0,73.0,9E,COU,MEM,2
2995.0,1000.0,125.0,MQ,DSM,DFW,1
2283.0,385.0,78.0,DL,CAE,ATL,6
1805.0,1100.0,85.0,AA,XNA,DFW,5
1793.0,1195.0,288.0,US,CLT,LAS,7
2032.0,770.0,85.0,WN,SFO,SNA,4
2155.0,1038.0,301.0,DL,ATL,LAX,3
3654.0,1160.0,90.0,9E,MSP,FNT,3
1381.0,565.0,60.0,WN,RDU,BWI,5
246.0,1183.0,98.0,UA,ORD,BUF,1
21.0,1145.0,168.0,UA,DEN,OAK,2
3965.0,960.0,140.0,9E,ATL,HOU,2
251.0,1045.0,85.0,WN,SLC,RNO,3
6479.0,620.0,175.0,OO,DEN,PIT,4
1029.0,1090.0,40.0,YV,KOA,HNL,1
768.0,870.0,98.0,US,BOS,PHL,1
5467.0,540.0,61.0,EV,BHM,ATL,7
7101.0,1165.0,93.0,EV,SAV,IAD,6
6283.0,1251.0,53.0,OO,IYK,LAX,1
2550.0,854.0,135.0,XE,IAH,CLT,3
521.0,1130.0,156.0,AS,BUR,SEA,4
3153.0,860.0,125.0,XE,IND,EWR,2
1444.0,780.0,49.0,US,CLT,RDU,3
6390.0,630.0,117.0,OO,SFO,SLC,7
374.0,515.0,144.0,US,DFW,CLT,1
363.0,500.0,122.0,US,PHX,SMF,6
1243.0,1155.0,60.0,WN,STL,MDW,2
1167.0,780.0,145.0,WN,PDX,DEN,3
1024.0,585.0,113.0,DL,ATL,RSW,3
6366.0,1175.0,110.0,OH,DTW,RDU,5
7078.0,755.0,73.0,EV,IAD,ROC,1
4638.0,1195.0,120.0,OO,SLC,BIS,4
836.0,535.0,110.0,WN,BWI,IND,5
3233.0,480.0,80.0,MQ,DFW,CRP,1
3010.0,1075.0,45.0,MQ,SBA,LAX,4
4153.0,830.0,135.0,MQ,AVP,ORD,6
6756.0,620.0,147.0,OH,RDU,STL,4
2714.0,505.0,95.0,WN,MCO,BHM,4
6598.0,499.0,48.0,OO,SMF,SFO,5
7076.0,615.0,95.0,EV,SAV,IAD,3
672.0,480.0,132.0,UA,ORD,LGA,3
297.0,995.0,365.0,AA,LAX,HNL,3
7320.0,390.0,66.0,EV,SHV,MEM,4
1054.0,740.0,45.0,YV,LIH,OGG,6
202.0,400.0,74.0,US,LAS,PHX,5
2726.0,1230.0,98.0,DL,ATL,IND,1
43.0,540.0,340.0,HA,SJC,HNL,5
978.0,705.0,280.0,WN,MDW,LAX,1
155.0,519.0,34.0,HA,OGG,HNL,2
2172.0,1055.0,101.0,DL,TPA,ATL,2
589.0,800.0,210.0,AA,RIC,DFW,1
1254.0,600.0,83.0,DL,ATL,CHS,6
553.0,769.0,138.0,FL,BUF,ATL,5
2578.0,405.0,235.0,WN,STL,LAS,7
2959.0,1150.0,105.0,YV,RNO,PHX,7
6219.0,613.0,77.0,OO,SJC,LAX,2
4946.0,360.0,50.0,EV,ABY,ATL,1
2983.0,970.0,155.0,MQ,CSG,DFW,2
348.0,851.0,44.0,HA,HNL,KOA,2
779.0,1124.0,121.0,UA,DEN,LAS,1
1400.0,715.0,185.0,CO,FLL,EWR,6
438.0,542.0,279.0,US,LAS,PHL,2
442.0,765.0,320.0,AA,SFO,MIA,3
7306.0,1185.0,145.0,YV,PHL,ORD,4
318.0,1230.0,187.0,CO,EWR,TPA,3
777.0,800.0,112.0,F9,DEN,LAS,3
1766.0,780.0,245.0,AA,SJU,IAD,2
1857.0,506.0,134.0,DL,SLC,SEA,1
6701.0,1260.0,59.0,OO,SMF,ACV,1
1267.0,1000.0,150.0,AA,MIA,SJU,1
1213.0,1135.0,155.0,AA,MSP,DFW,2
255.0,941.0,114.0,FL,ATL,FNT,7
4371.0,675.0,95.0,MQ,ORD,OMA,7
36.0,830.0,50.0,WN,CRP,HOU,7
7255.0,1324.0,109.0,YV,IAD,ATL,7
1321.0,535.0,173.0,DL,DTW,TPA,4
5973.0,1287.0,73.0,XE,ORD,SDF,3
2986.0,655.0,139.0,XE,IAH,CLT,4
3283.0,690.0,65.0,MQ,MAF,DFW,6
3115.0,610.0,75.0,MQ,SJC,LAX,5
1607.0,710.0,141.0,CO,TPA,IAH,3
71.0,820.0,180.0,B6,JFK,TPA,5
4468.0,1160.0,110.0,OO,MEM,MKE,1
430.0,970.0,95.0,WN,MCO,BHM,4
65.0,1150.0,280.0,DL,ATL,LAS,7
8.0,405.0,106.0,UA,SNA,SFO,4
5168.0,755.0,55.0,EV,ATL,AVL,4
231.0,420.0,126.0,US,BOI,PHX,7
378.0,410.0,61.0,CO,SAT,IAH,1
1125.0,375.0,116.0,DL,PHF,ATL,1
686.0,1038.0,122.0,FL,ICT,ATL,4
2165.0,808.0,72.0,XE,BRO,IAH,6
6932.0,934.0,93.0,OO,SFO,CEC,3
44.0,866.0,68.0,AS,BET,ANC,4
178.0,437.0,108.0,FL,RSW,ATL,4
1710.0,1130.0,116.0,B6,MCO,DCA,4
1061.0,445.0,70.0,WN,MAF,ABQ,7
50.0,861.0,249.0,FL,LAX,ATL,1
1406.0,540.0,168.0,CO,FLL,IAH,7
2696.0,1180.0,147.0,DL,MIA,DCA,1
1728.0,1095.0,165.0,CO,IAH,TUS,5
181.0,1051.0,96.0,FL,ATL,RSW,4
6625.0,430.0,120.0,OH,RDU,IND,5
2518.0,805.0,199.0,XE,EWR,OMA,5
4318.0,996.0,118.0,9E,RIC,DTW,5
1752.0,640.0,105.0,WN,SAN,ELP,7
2660.0,975.0,109.0,YV,STL,CLT,6
1874.0,575.0,200.0,AA,DFW,EWR,7
28.0,825.0,300.0,AA,HNL,SFO,4
3918.0,1170.0,70.0,MQ,ORD,DAY,5
7780.0,410.0,64.0,OO,SUN,SLC,4
209.0,1185.0,125.0,US,PHX,SAT,1
377.0,355.0,130.0,DL,BDL,DTW,2
4376.0,855.0,100.0,MQ,RDU,JFK,5
520.0,900.0,200.0,AA,SMF,DFW,7
1606.0,590.0,185.0,CO,SAN,IAH,5
794.0,420.0,130.0,WN,TPA,BWI,1
2500.0,707.0,88.0,DL,DAB,ATL,7
4804.0,780.0,95.0,OO,FAT,SLC,2
1195.0,890.0,71.0,US,PHX,SAN,3
2392.0,742.0,187.0,DL,PHX,MSP,5
6879.0,1235.0,49.0,OO,ORD,PIA,5
2285.0,1037.0,107.0,XE,MHT,CLE,3
767.0,555.0,105.0,WN,DTW,STL,5
3704.0,400.0,175.0,MQ,ELP,ORD,1
2052.0,1145.0,76.0,DL,ATL,CLT,4
5373.0,1085.0,155.0,EV,SYR,ATL,5
5897.0,722.0,138.0,XE,SYR,ORD,5
2514.0,930.0,55.0,WN,HOU,SAT,6
2001.0,810.0,178.0,DL,BOS,ATL,7
5103.0,1165.0,73.0,EV,MEM,BTR,4
2198.0,720.0,75.0,WN,CLE,BWI,3
2143.0,360.0,164.0,XE,GSP,IAH,1
7325.0,1050.0,57.0,EV,ATL,BHM,3
4232.0,755.0,115.0,9E,RIC,DTW,1
3920.0,635.0,100.0,WN,STL,OKC,3
475.0,362.0,133.0,UA,CLT,ORD,2
1422.0,1016.0,133.0,FL,IND,TPA,5
1877.0,1160.0,180.0,AA,CLT,DFW,4
2505.0,930.0,74.0,XE,CLE,RIC,5
476.0,810.0,60.0,AA,MIA,MCO,6
3479.0,505.0,70.0,MQ,DFW,LIT,3
6637.0,700.0,112.0,OH,OMA,MEM,4
1078.0,650.0,152.0,FL,MCO,HPN,1
5567.0,444.0,76.0,EV,CAE,ATL,3
538.0,1200.0,150.0,WN,LAS,GEG,2
7776.0,913.0,67.0,OO,RKS,SLC,4
2788.0,1160.0,105.0,MQ,DFW,MGM,2
538.0,960.0,95.0,WN,SAN,SMF,6
2387.0,860.0,177.0,XE,GSO,IAH,6
944.0,615.0,120.0,WN,PHX,OKC,4
3915.0,575.0,88.0,9E,MEM,TUL,7
2354.0,1435.0,250.0,DL,LAX,ATL,2
1563.0,390.0,153.0,CO,RSW,IAH,6
2277.0,1165.0,103.0,DL,MEM,DFW,4
2623.0,785.0,190.0,DL,MSP,MCO,4
497.0,1225.0,174.0,US,CLT,DFW,5
931.0,990.0,180.0,WN,BWI,MCI,4
326.0,1123.0,172.0,B6,FLL,BDL,3
860.0,890.0,130.0,WN,JAN,BWI,1
985.0,842.0,114.0,FL,PIT,ATL,4
478.0,1040.0,205.0,F9,LAS,MKE,2
1033.0,1150.0,102.0,DL,ATL,MSY,2
1653.0,420.0,225.0,DL,MSP,SEA,5
1486.0,1125.0,125.0,WN,PHX,SFO,1
1055.0,985.0,370.0,CO,EWR,LAX,1
234.0,1020.0,201.0,CO,ANC,SEA,4
1044.0,635.0,120.0,AA,MIA,RDU,2
8.0,550.0,318.0,AS,SEA,EWR,4
2697.0,1230.0,70.0,WN,BUR,OAK,1
1494.0,660.0,155.0,AA,DFW,FLL,7
104.0,605.0,265.0,WN,STL,SEA,6
110.0,400.0,117.0,F9,DEN,MSP,4
2812.0,813.0,95.0,XE,AMA,IAH,1
2040.0,990.0,91.0,US,DCA,BOS,7
630.0,1079.0,123.0,UA,DEN,LAS,7
6293.0,398.0,102.0,OO,FSD,DEN,4
502.0,390.0,60.0,WN,ONT,LAS,5
366.0,855.0,125.0,AA,ORD,LGA,1
2066.0,1190.0,65.0,AA,DFW,SAT,5
1108.0,575.0,130.0,DL,DTW,MSP,1
103.0,534.0,156.0,UA,DEN,SMF,5
2575.0,870.0,191.0,XE,EWR,MSP,7
1218.0,475.0,90.0,WN,LAS,OAK,2
2735.0,705.0,535.0,DL,MSP,HNL,5
955.0,990.0,80.0,WN,LAX,SMF,3
1408.0,1205.0,150.0,WN,PDX,PHX,3
469.0,965.0,70.0,WN,SJC,ONT,1
724.0,365.0,160.0,WN,SEA,DEN,5
2252.0,406.0,82.0,XE,RIC,CLE,6
3929.0,1105.0,170.0,MQ,BDL,ORD,1
6483.0,1040.0,81.0,OH,DTW,MDT,5
5475.0,975.0,44.0,EV,ATL,CSG,7
2937.0,1195.0,65.0,MQ,DFW,AEX,7
2397.0,425.0,175.0,WN,MCO,MDW,4
214.0,340.0,55.0,CO,DFW,IAH,4
2640.0,1101.0,179.0,XE,GRR,IAH,2
111.0,1020.0,120.0,WN,PHX,SMF,6
6433.0,1366.0,58.0,OO,LAX,FAT,3
1126.0,885.0,175.0,US,CLT,DFW,3
1305.0,600.0,159.0,DL,DTW,MCO,4
1244.0,510.0,173.0,DL,FLL,JFK,2
523.0,955.0,105.0,WN,LAS,BOI,2
770.0,805.0,75.0,WN,ELP,PHX,4
70.0,1185.0,105.0,AS,ANC,JNU,1
2748.0,1155.0,80.0,WN,BUR,PHX,1
584.0,1050.0,151.0,UA,SJC,DEN,5
6275.0,880.0,72.0,OO,GEG,SEA,6
2.0,1150.0,455.0,CO,HNL,IAH,4
1015.0,995.0,70.0,WN,SAN,PHX,2
956.0,985.0,113.0,UA,ORD,BWI,4
654.0,860.0,85.0,WN,PHX,LAX,4
5173.0,570.0,59.0,EV,ATL,BHM,7
1700.0,870.0,110.0,US,CLT,BDL,3
609.0,860.0,82.0,B6,PWM,JFK,3
1636.0,525.0,165.0,WN,OKC,BWI,7
4124.0,715.0,124.0,MQ,IND,JFK,3
191.0,1140.0,56.0,AS,ANC,FAI,2
1608.0,930.0,188.0,DL,FLL,DTW,4
2709.0,895.0,110.0,MQ,DFW,PIA,4
5049.0,975.0,73.0,EV,ATL,MYR,2
367.0,695.0,156.0,UA,IAH,DEN,1
1108.0,1210.0,227.0,US,ORD,PHX,7
340.0,890.0,70.0,WN,SNA,PHX,4
2357.0,545.0,90.0,WN,SLC,DEN,1
164.0,740.0,50.0,WN,OKC,DAL,1
288.0,1200.0,65.0,B6,LGB,LAS,4
2641.0,825.0,122.0,XE,MCI,IAH,6
69.0,860.0,78.0,B6,SYR,JFK,7
2981.0,845.0,125.0,MQ,DFW,FSD,4
634.0,965.0,229.0,US,PHX,PIT,4
5508.0,570.0,180.0,EV,CVG,IAH,7
1593.0,835.0,60.0,WN,RDU,BWI,4
5973.0,431.0,110.0,XE,ICT,ORD,5
2127.0,365.0,175.0,AA,PHL,MIA,1
6472.0,455.0,109.0,OO,LAX,ABQ,5
720.0,815.0,125.0,WN,MDW,BDL,5
828.0,1080.0,215.0,UA,DEN,EWR,1
1673.0,1100.0,165.0,WN,MCO,MHT,5
4325.0,875.0,120.0,9E,RDU,TPA,4
49.0,625.0,115.0,WN,SFO,PHX,7
282.0,1190.0,85.0,WN,ELP,DAL,1
3392.0,425.0,180.0,WN,ISP,PBI,7
2827.0,870.0,214.0,YV,MEM,PHX,3
6479.0,930.0,145.0,OO,LIT,DEN,5
6431.0,853.0,163.0,OO,LAX,SAT,5
1331.0,575.0,262.0,DL,ATL,JAC,3
1447.0,855.0,150.0,AA,ORD,MSY,6
1930.0,1070.0,175.0,WN,LAS,HOU,3
183.0,390.0,110.0,FL,DCA,ATL,4
2460.0,605.0,120.0,DL,MIA,ATL,2
1528.0,1200.0,98.0,US,CLT,PHL,4
172.0,507.0,343.0,UA,SFO,BOS,5
291.0,545.0,65.0,WN,DAL,SAT,5
7374.0,1180.0,118.0,EV,DTW,BOS,2
766.0,1234.0,97.0,UA,DEN,OKC,2
2847.0,1200.0,159.0,DL,LGA,ATL,1
1618.0,450.0,110.0,DL,MCO,ATL,7
7764.0,567.0,63.0,OO,PIH,SLC,1
1177.0,605.0,132.0,US,LGA,CLT,4
2903.0,589.0,94.0,YV,PHX,GJT,6
433.0,756.0,121.0,FL,MKE,ATL,4
1231.0,627.0,103.0,DL,PDX,SLC,4
527.0,640.0,215.0,AA,BOS,MIA,7
455.0,1110.0,135.0,WN,OAK,ABQ,3
4064.0,815.0,80.0,MQ,ORD,CLE,7
1048.0,510.0,49.0,YV,HNL,ITO,7
3236.0,715.0,50.0,MQ,GRK,DFW,7
4752.0,1138.0,102.0,OO,ABQ,SLC,4
1672.0,1110.0,155.0,AA,DFW,MIA,4
1771.0,645.0,194.0,DL,JFK,MIA,4
1084.0,855.0,110.0,WN,MDW,RDU,7
340.0,1050.0,150.0,WN,PHX,MCI,5
2691.0,720.0,245.0,WN,MDW,LAS,5
6858.0,934.0,137.0,OO,DEN,SAN,5
2807.0,1060.0,165.0,XE,PBI,IAH,7
2551.0,899.0,151.0,XE,EWR,JAX,2
1945.0,1100.0,130.0,WN,MDW,LGA,7
6769.0,495.0,108.0,OH,GSO,ATL,1
896.0,835.0,140.0,WN,SAT,TPA,2
1809.0,735.0,225.0,WN,SAN,BNA,5
5008.0,450.0,118.0,EV,CVG,EWR,3
6893.0,559.0,83.0,OO,SFO,PSP,4
4661.0,1019.0,161.0,MQ,LGA,ATL,5
2707.0,825.0,85.0,MQ,DFW,LRD,5
5119.0,1145.0,79.0,EV,ATL,LEX,1
1451.0,1305.0,211.0,DL,MSP,LAS,4
136.0,750.0,165.0,WN,LAS,SEA,3
2876.0,735.0,95.0,MQ,SAF,DFW,1
879.0,545.0,110.0,AA,DFW,ABQ,3
544.0,465.0,159.0,CO,IAH,CLE,7
149.0,315.0,166.0,US,SEA,PHX,1
885.0,950.0,85.0,WN,LAS,SJC,3
2912.0,1135.0,165.0,WN,FLL,PHL,5
2568.0,370.0,284.0,DL,SEA,ATL,5
731.0,615.0,255.0,AA,LGA,DFW,3
337.0,590.0,73.0,US,LAS,PHX,1
1541.0,1190.0,130.0,AA,RDU,MIA,3
6425.0,1360.0,76.0,OO,SFO,ONT,7
1131.0,1366.0,60.0,DL,ATL,SAV,7
1392.0,695.0,70.0,WN,LAS,BUR,4
1564.0,980.0,162.0,US,FLL,PHL,7
645.0,555.0,165.0,AA,SJU,MIA,5
8.0,550.0,318.0,AS,SEA,EWR,4
825.0,695.0,50.0,WN,PBI,TPA,2
6565.0,1302.0,91.0,OO,DEN,SLC,5
207.0,729.0,42.0,HA,KOA,HNL,5
6591.0,915.0,125.0,OH,DCA,IND,3
1177.0,455.0,80.0,WN,SMF,LAS,5
2898.0,480.0,65.0,WN,PHX,ABQ,5
2906.0,826.0,118.0,DL,MEM,DTW,1
529.0,1185.0,133.0,UA,IAD,ORD,3
636.0,1273.0,320.0,B6,SFO,BOS,2
771.0,1100.0,65.0,WN,OAK,BUR,2
2029.0,479.0,195.0,AA,LGA,MIA,6
311.0,677.0,52.0,UA,DEN,EGE,5
7305.0,527.0,127.0,YV,ORD,PVD,5
1072.0,520.0,151.0,FL,CAK,TPA,5
506.0,370.0,364.0,US,BOS,PHX,5
3971.0,860.0,60.0,MQ,SPI,ORD,3
2331.0,1077.0,130.0,DL,LGA,DTW,2
6522.0,929.0,81.0,OO,PHX,LAX,3
480.0,1060.0,267.0,US,DTW,PHX,1
3055.0,1070.0,160.0,XE,SAV,IAH,2
4703.0,865.0,162.0,OO,MCI,SLC,5
6590.0,655.0,136.0,OO,DEN,MEM,4
2352.0,845.0,135.0,AA,DFW,ORD,3
5315.0,990.0,62.0,EV,ATL,CAE,4
1048.0,480.0,185.0,AA,ORD,MIA,2
2079.0,510.0,260.0,AA,ORD,SAN,7
6366.0,996.0,91.0,OO,PSP,SFO,6
950.0,461.0,285.0,UA,LAX,IAD,3
429.0,885.0,394.0,US,PHX,OGG,6
